NAISTYP_SORT; NAISTYP_C; NAISTYP_HAUPTVAR; NAISTYP_VAR; NAISTYP_NWLD;NAISTYP_NWLD_FR; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU;NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_STAO_FR; NAISTYP_VASP; NAISTYP_VASP_FR; NAISTYP_HUMF; NAISTYP_ENT;NAISTYP_EIG; NAISTYP_EIG_FR; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX; ART_LNK_HG_NATW; ART_LNK_HG_HOE; ART_LNK_HG_STD; ART_LNK_HG_VEGA; ART_LNK_HG_MERKM; ART_LNK_HG_BS; ART_LNK_HG_SS; ART_LNK_HG_KS; ART_LNK_HG_MS; NAISTYP_OEG_HAWA; NAISTYP_OEB_HAWA; NAISTYP_OEG_SOWA; NAISTYP_OEB_SOWA; NAISTYP_OEG_WEFE; NAISTYP_OEB_WEFE; NAISTYP_OEG_AUE; NAISTYP_OEG_PIO; NAISTYP_ANFE; NAISTYP_OEG_GEB
50;50;;H;Tanne und Fichte dominieren, dazu Vogelbeere, in basischen Ausbildungen etwas Bergahorn. Unterhalb von 1200 m über Meer auch Esche. Schlussgrad normal bis locker. Einzelbäume und Kleinkollektive;Le sapin et l’épicéa dominent, accompagnés du sorbier des oiseleurs et de quelques érables sycomores dans les formations basiques. En dessous de 1200 m d’altitude, présence également du frêne. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs.;30;40;45;25;;"Vor allem auf rasch verwitterndem, siltig-tonigem Ausgangsgestein, meistens Schattenhänge, häufig etwas wasserzügige Mulden.
";Surtout sur roche-mère argileuse limoneuse en rapide altération. En général pentes ombragées, souvent cuvettes alimentées en eau courante. ;"In Lücken üppige Hochstauden wie Grauer Alpendost, Alpenmilchlattich. An erhöhten Stellen: Heidelbeere, Alpenlattich, säurezeigende Moose
";Mégaphorbiées luxuriantes dans les trouées : adénostyle à feuilles d’alliaire, cicerbite (laitue) des Alpes. Sur les bosses : myrtille, homogyne des Alpes et mousses indicatrices d’acidité. ;In Mulden Mull, Moder. Auf Kuppen Rohhumus, Moder;"Braunerde, stellenweise Parabraunerde, Pararendzina, Regosol, alle auch vernässt möglich
";"Skelettgehalt gering bis sehr hoch, Gründigkeit mittel bis sehr tief, Durchlässigkeit hoch bis gering, keine Vernässung bis schwach pseudovergleyt.
";Pierrosité faible à très élevée, sol moyen à très profond, perméabilité élevée à faible, non hydromorphe à peu pseudogelyifié. ;0;0;9;42;;1;2;1;1;0;2;2;2;0;2;2;0;0;2;2;1;1;1;0;2;0;0;50;;;;;;;;;;1;;0;;0;;0;0;0;0
50,0000003;50Re;50;U;Fichte dominiert, dazu Vogelbeere, in basischen Ausbildungen etwas Bergahorn, Unterhalb von 1200 m über Meer auch Esche. Schlussgrad normal bis locker. Einzelbäume und Kleinkollektive;L’épicéa domine, accompagné du sorbier des oiseleurs et de quelques érables sycomores dans les formations basiques. En dessous de 1200 m d’altitude, présence également du frêne. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs.;30;40;45;25;;"Vor allem auf rasch verwitterndem, siltig-tonigem Ausgangsgestein, meistens Schattenhänge, häufig etwas wasserzügige Mulden.
";Surtout sur roche-mère argileuse limoneuse en rapide altération. En général pentes ombragées, souvent cuvettes alimentées en eau courante. ;"In Lücken üppige Hochstauden wie Grauer Alpendost, Alpenmilchlattich. An erhöhten Stellen: Heidelbeere, Alpenlattich, säurezeigende Moose
";Mégaphorbiées luxuriantes dans les trouées : adénostyle à feuilles d’alliaire, cicerbite (laitue) des Alpes. Sur les bosses : myrtille, homogyne des Alpes et mousses indicatrices d’acidité. ;;;;;0;0;9;42;;1;2;1;1;0;2;2;2;0;2;2;0;0;2;2;1;1;1;0;2;0;0;50Re;;Y;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;0;0
50,000003;50Fe;50;U;Tanne und Fichte dominieren, dazu Vogelbeere, in basischen Ausbildungen etwas Bergahorn. Unterhalb von 1200 m über Meer auch Esche. Schlussgrad normal bis locker. Einzelbäume und Kleinkollektive;Le sapin et l’épicéa dominent, accompagnés du sorbier des oiseleurs et de quelques érables sycomores dans les formations basiques. En dessous de 1200 m d’altitude, présence également du frêne. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs.;30;40;45;25;;"Vor allem auf rasch verwitterndem, siltig-tonigem Ausgangsgestein, meistens Schattenhänge, häufig etwas wasserzügige Mulden, mit anstehendem Fels.
";Surtout sur roche-mère argileuse limoneuse en rapide altération. En général pentes ombragées, souvent cuvettes alimentées en eau courante, avec roches affleurantes. ;"In Lücken üppige Hochstauden wie Grauer Alpendost, Alpenmilchlattich. An erhöhten Stellen: Heidelbeere, Alpenlattich, säurezeigende Moose
";Mégaphorbiées luxuriantes dans les trouées : adénostyle à feuilles d’alliaire, cicerbite (laitue) des Alpes. Sur les bosses : myrtille, homogyne des Alpes et mousses indicatrices d’acidité. ;;;;;0;0;9;42;;1;2;1;1;0;2;2;1;0;2;2;0;0;2;2;1;1;1;0;2;0;0;50Fe;Y;Y;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
50,00008;50P;50;U;Fichte und Tanne dominieren, häufig sind auch tannenarme Pionierphasen, dazu Grünerle, Weisserle, Bergahorn, Vogelbeere, unterhalb von 1200 m über Meer auch Esche. Schlussgrad normal bis aufgelöst. Einzelbäume und Kleinkollektive, oft vertikale Lücken;L’épicéa et le sapin dominent, ce dernier étant souvent peu abondant durant les phases pionnières. Ils sont accompagnés de l’aulne vert, de l’aulne blanc, de l’érable sycomore et du sorbier des oiseleurs. En dessous de 1200 m d’altitude, présence également du frêne. Degré de fermeture normal à clairiéré. Arbres isolés et petits collectifs, souvent trouées verticales.;30;40;45;25;;"Kühle, mässig luftfeuchte Muldenlagen mit bewegtem Boden sowie steile Tobelflanken mit oberflächlicher Erosion. Kleinere Rutschungen und Lawinenzüge sind typisch. Gutverwitterndes, höchstens mässig basenreiches Gestein.
";Cuvettes avec air modérément humide, sol en mouvement et versants de ravins à érosion superficielle. Les petits glissements et couloirs d’avalanche sont caractéristiques. Roche s’altérant facilement, de basicité tout au plus modérée. ;"In Bestandeslücken und Mulden: üppige Staudenflur, in der die Weisse Pestwurz dominiert. An erhöhten Stellen: Heidelbeere, säurezeigende Moose
";Dans les trouées des peuplements et les cuvettes : hautes herbes luxuriantes dominées par le pétasite blanc. Sur les bosses : myrtille, mousses indicatrices d’acidité. ;Mull, teils erodiert, auf Kuppen auch Moder, Rohhumus;"Regosol, stellenweise Pararendzina, Rendzina, Braunerde, alle auch vernässt möglich.
";"Skelettgehalt mittel bis sehr hoch, Gründigkeit tief bis sehr tief, Durchlässigkeit mittel bis gering, keine Vernässung bis grundnass.
";Pierrosité moyenne à très élevée, sol profond à très profond, perméabilité moyenne à faible, non hydromorphe à influencé par la nappe phréatique.  ;0;0;1;50;;1;2;2;1;0;0;1;2;0;2;0;2;0;0;1;1;1;1;0;2;2;0;50P;;;;;;;;;;1;;0;;0;;0;0;0;0
50,1;50*;50;U;"Tanne und Fichte dominieren, dazu Bergahorn, Vogelbeere, unterhalb von 1200 m über Meer auch Esche.
Schlussgrad normal bis locker, Einzelbäume und Kleinkollektive";"Le sapin et l’épicéa dominent, accompagnés de l’érable sycomore et du sorbier des oiseleurs. En dessous de 1200 m d’altitude, présence également du frêne. Degré de fermeture normal à entrouvert ; arbres isolés et petits collectifs.";30;40;45;25;;"Auf kalkreicher, meist verwitterter, mässig toniger Unterlage (z. B. Bündnerschiefer), oft leichte Oberflächenerosion, Steilhänge, eher Schattenlage
";Sur substrat riche en calcaire assez argileux, généralement altéré, p.ex. schistes lustrés (Bündnerschiefer). Souvent légère érosion de surface, pentes raides, plutôt ombragées. ;"Durchgehende, nicht üppige Krautschicht mit Kahlem Alpendost, Weisser Pestwurz, säurezeigende Moose mit mässiger Deckung, viel Schönschnabelmoos (Eurhynchium striatum)
";"Strate herbacée continue, peu luxuriante : adénostyle glabre, pétasite blanc ; mousses indicatrices d’acidité assez abondantes, nombreuses eurhynchies striées (Eurhynchium striatum). ";Mull, stellenweise Moder, Kalkmull, teils erodiert;"Rendzina, Regosol, stellenweise Pararendzina, neutrale Braunerde, Braunerde
";"Skelettgehalt mittel bis sehr hoch, Gründigkeit mittel bis sehr tief, durchlässig, keine Vernässung.
";Pierrosité moyenne à très forte, sol moyennement profond à très profond, perméable, non hydromorphe. ;9;1;1;45;;0;1;2;2;2;2;1;2;0;2;2;2;0;2;1;1;2;1;0;0;0;0;50Stern;;;;;;;;;;1;;0;;0;;0;0;0;0
50,1000003;50*Re;50*;U;"Fichte dominiert, dazu Bergahorn, Vogelbeere, unterhalb von 1200 m über Meer auch Esche.
Schlussgrad normal bis locker, Einzelbäume und Kleinkollektive";"L’épicéa domine, accompagné de l’érable sycomore et du sorbier des oiseleurs. En dessous de 1200 m d’altitude, présence également du frêne. Degré de fermeture normal à entrouvert ; arbres isolés et petits collectifs.";30;40;45;25;;"Auf kalkreicher, meist verwitterter, mässig toniger Unterlage (z. B. Bündnerschiefer), oft leichte Oberflächenerosion, Steilhänge, eher Schattenlage
";Sur substrat riche en calcaire assez argileux, généralement altéré, p.ex. schistes lustrés (Bündnerschiefer). Souvent légère érosion de surface, pentes raides, plutôt ombragées. ;"Durchgehende, nicht üppige Krautschicht mit Kahlem Alpendost, Weisser Pestwurz, säurezeigende Moose mit mässiger Deckung, viel Schönschnabelmoos (Eurhynchium striatum)
";"Strate herbacée continue, peu luxuriante : adénostyle glabre, pétasite blanc ; mousses indicatrices d’acidité assez abondantes, nombreuses eurhynchies striées (Eurhynchium striatum). ";;;;;9;1;1;45;;0;1;2;2;2;2;1;2;0;2;2;2;0;2;1;1;2;1;0;0;0;0;50SternRe;;Y;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;0;0
51;51;;H;Tanne und Fichte dominieren, dazu Bergahorn und Vogelbeere, unterhalb von 1200 m über Meer auch Esche. In den Regionen 1 und 2a selten im Nebenbestand einzelne Buchen. Schlussgrad normal bis locker, Einzelbäume und Kleinkollektive;"Le sapin et l’épicéa dominent, accompagnés de l’érable sycomore et du sorbier des oiseleurs. En dessous de 1200 m d’altitude, présence également du frêne. Rarement quelques hêtres en peuplement accessoire dans les régions 1 et 2a. Degré de fermeture normal à entrouvert ; arbres isolés et petits collectifs.";30;40;45;25;;"Gut verwitternder Untergrund, mässig tonig, siltreich, ohne Basen im Oberboden. Mässig geneigte Hänge, eher Schattenlagen
";"Substrat s’altérant facilement ; assez argileux, riche en limon ; pas de bases dans la partie superficielle du sol. Pentes modérées, plutôt ombragées.  ";"Durchgehende, artenreiche aber nicht üppige Krautschicht mit einzelnen Farnen, wenig Moose, Rundblättriges Labkraut, Hasenlattich, Waldhabichtskraut, Heidelbeere mit geringer Wüchsigkeit, Waldwachtelweizen
";Strate herbacée continue, riche en espèces mais pas luxuriante, avec quelques fougères. Peu de mousses. Gaillet à feuilles rondes, prénanthe pourpre, épervière des murs, myrtille peu développée, mélampyre des forêts. ;Moder, stellenweise Mull;"Braunerde, stellenweise Parabraunerde
";"Skelettgehalt hoch, Gründigkeit tief bis sehr tief, Durchlässigkeit hoch bis gering, schwach pseudovergleyt bis keine Vernässung
";Pierrosité élevée, sol profond à très profond, perméabilité élevée à faible, peu pseudogelyifié à non hydromorphe. ;0;0;9;45;;1;2;1;2;2;2;2;2;0;2;2;0;0;2;2;2;2;2;0;0;0;0;51;;;;;;;;;;1;;0;;0;;0;0;0;0
51,0000003;51Re;51;U;Fichte dominiert, dazu Bergahorn und Vogelbeere, unterhalb von 1200 m über Meer auch Esche. Schlussgrad normal bis locker, Einzelbäume und Kleinkollektive;"L’épicéa domine, accompagné de l’érable sycomore et du sorbier des oiseleurs. En dessous de 1200 m d’altitude, présence également du frêne. Degré de fermeture normal à entrouvert ; arbres isolés et petits collectifs.";30;40;45;25;;"Gut verwitternder Untergrund, mässig tonig, siltreich, ohne Basen im Oberboden. Mässig geneigte Hänge, eher Schattenlagen
";"Substrat s’altérant facilement ; assez argileux, riche en limon ; pas de bases dans la partie superficielle du sol. Pentes modérées, plutôt ombragées. ";"Durchgehende, artenreiche aber nicht üppige Krautschicht mit einzelnen Farnen, wenig Moose, Rundblättriges Labkraut, Hasenlattich, Waldhabichtskraut, Heidelbeere mit geringer Wüchsigkeit, Waldwachtelweizen
";Strate herbacée continue, riche en espèces mais pas luxuriante, avec quelques fougères. Peu de mousses. Gaillet à feuilles rondes, prénanthe pourpre, épervière des murs, myrtille peu développée, mélampyre des forêts. ;;;;;0;0;9;45;;1;2;1;2;2;2;2;2;0;2;2;0;0;2;2;2;2;2;0;0;0;0;51Re;;;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;0;0
51,000003;51Fe;51;U;Tanne und Fichte dominieren, dazu Bergahorn und Vogelbeere, unterhalb von 1200 m über Meer auch Esche. In den Regionen 1 und 2a selten im Nebenbestand einzelne Buchen. Schlussgrad normal bis locker, Einzelbäume und Kleinkollektive;Le sapin et l’épicéa dominent, accompagnés de l’érable sycomore et du sorbier des oiseleurs. En dessous de 1200 m d’altitude, présence également du frêne. Rarement quelques hêtres en peuplement accessoire dans les régions 1 et 2a. Degré de fermeture normal à entrouvert, arbres isolés et petits collectifs.;30;40;45;25;;"Gut verwitternder Untergrund, mässig tonig, siltreich, ohne Basen im Oberboden. Mässig geneigte Hänge, eher Schattenlagen, mit anstehendem Fels.
";"Substrat s’altérant facilement ; assez argileux, riche en limon ; pas de bases dans la partie superficielle du sol. Pentes modérées, plutôt ombragées, avec roches affleurantes. ";"Durchgehende, artenreiche aber nicht üppige Krautschicht mit einzelnen Farnen, wenig Moose, Rundblättriges Labkraut, Hasenlattich, Waldhabichtskraut, Heidelbeere mit geringer Wüchsigkeit, Waldwachtelweizen
";Strate herbacée continue, riche en espèces mais pas luxuriante, avec quelques fougères. Peu de mousses. Gaillet à feuilles rondes, prénanthe pourpre, épervière des murs, myrtille peu développée, mélampyre des forêts. ;;;;;0;0;9;45;;1;2;1;2;2;2;2;1;0;2;2;0;0;2;2;2;2;2;0;0;0;0;51Fe;Y;Y;N;Y;N;Y;Y;Y;Y;1;;0;;0;;0;0;1;0
51,00002;51C;;;;Le sapin domine, accompagné de l’épicéa. Dans les phases pionnières, le frêne, l’érable, l’orme de montagne et le tilleul sont également répandus, le noisetier pouvant se développer vigoureusement dans la strate buissonnante. Degré de fermeture normal à entrouvert. Surtout arbres isolés. ;30;40;45;35;;"Konsolidierte Schutthalden. Im Buchenareal wachsen auf vergleichbaren Standorten Buchen. Die Buche fehlt hier vermutlich wegen den stark wirkenden Frösten.
";Éboulis stabilisés. Dans l’aire de répartition du hêtre, celui-ci se rencontre sur des stations semblables. Il est absent ici probablement à cause des fortes gelées. ;"In Lücken kann eine üppige Staudenvegetation entstehen, im Bestand und unter den üppigen Haselstauden ist die Krautvegetation nur spärlich ausgebildet.
";Une végétation luxuriante de hautes herbes peut se former dans les trouées. La végétation herbacée ne se développe que faiblement sous le peuplement et les noisetiers. ;Mull;"Ranker, Regosol, stellenweise Braunerde.
";"Skelettgehalt mittel, tiefgründig, normal bis übermässig durchlässig
";Pierrosité moyenne, sol profond, perméabilité normale à extrême. ;0;0;;;;1;2;1;2;0;2;2;2;0;2;0;0;0;1;2;2;2;2;0;0;0;0;51C;;;;;;;;;;1;;0;;0;;0;0;0;0
52;52;;H;Tanne und Fichte dominieren, dazu Lärche, Föhre, Vogelbeere, Mehlbeere, Bergahorn. In der Region 2a oft auch Buche im Nebenbestand, Schlussgrad normal bis locker, Einzelbäume und Kleinkollektive;Le sapin et l’épicéa dominent, accompagnés du mélèze, du pin, du sorbier des oiseleurs, de l’alisier blanc et de l’érable sycomore. Le hêtre est souvent présent en peuplement accessoire dans la région 2a. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs.;25;35;37;25;;"Auf kalkreicher, meist verwitterter Unterlage (z.B. Bündnerschiefer), Steilhänge, eher Sonnenlage, trocken.
";Sur substrat riche en calcaire, généralement altéré, p.ex. schistes lustrés (Bündnerschiefer). Pentes raides, plutôt ensoleillées, sèches. ;"Grasig. Weissegge, Waldwachtelweizen, säurezeigende Moose
";Herbeux. Laiche blanche, mélampyre des forêts, mousses indicatrices d’acidité. ;Moder, stellenweise Mull, auch trockene Ausprägungen möglich, auch Kalkmoder, Kalkmull möglich.;"Rendzina, Pararendzina, Regosol, stellenweise neutrale Braunerde, Braunerde, Parabraunerde
";"Skelettgehalt hoch bis sehr hoch, Gründigkeit tief bis sehr tief, durchlässig, keine Vernässung
";Pierrosité élevée à très élevée, sol profond à très profond, perméable, non hydromorphe. ;9;1;1;;80;0;1;1;2;2;2;1;2;2;1;2;0;0;2;1;1;2;2;0;0;0;2;52;;;;;;;;;;1;;0;;0;;0;0;2;0
52,0000003;52Re;52;U;"Fichte dominiert, dazu Lärche, Föhre, Vogelbeere, Mehlbeere, Bergahorn. Schlussgrad normal bis locker, Einzelbäume und Kleinkollektive

";"L’épicéa domine, accompagné du mélèze, du pin, du sorbier des oiseleurs, de l’alisier blanc et de l’érable sycomore. Degré de fermeture normal à entrouvert ; arbres isolés et petits collectifs. ";25;35;37;25;;"Auf kalkreicher, meist verwitterter Unterlage (z.B. Bündnerschiefer), Steilhänge, eher Sonnenlage, trocken.
";Sur substrat riche en calcaire, généralement altéré, p.ex. schistes lustrés (Bündnerschiefer). Pentes raides, plutôt ensoleillées, sèches. ;"Grasig. Weissegge, Waldwachtelweizen, säurezeigende Moose
";Herbeux. Laiche blanche, mélampyre des forêts, mousses indicatrices d’acidité. ;;;;;9;1;1;;80;0;1;1;2;2;2;1;2;2;1;2;0;0;2;1;1;2;2;0;0;0;2;52Re;;Y;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;2;0
52,00013;52T;;;;En général, peuplements d’épicéas et de sapins de forte croissance, en mélange avec de nombreux tilleuls à petites feuilles, érables sycomores, frênes, ormes, merisiers, etc. en peuplement accessoire. La diversité et la proportion des essences feuillues dépend fortement de l’histoire du peuplement. Une strate buissonnante luxuriante et dominée par le noisetier est présente dans les peuplements entrouverts.  ;30;35;37;32;;"Kuppen, flache Hügelrücken, nicht allzu steile Hänge und Mulden. Auf basenreichem Muttergestein, basenreichen Moränen und verwittertem Gehängeschutt
";Élévations de terrain et plateaux au sommet des collines, versants et cuvettes peu raides. Sur roche-mère et moraines riches en bases ainsi que sur éboulis de pente altérés. ;"Ein Weisseggenrasen dominiert die artenreiche, aber  spärlich ausgebildete Krautschicht mit krautigen Pflanzen, durchgehende Moosschicht
";Une pelouse de laiche blanche domine la strate herbacée riche en espèces mais peu développée avec plantes herbacées, couche de mousses continue. ;Moder bis Mull;"Rendzina, Feinmaterialreiche Gesteinsrohböden, Ranker 
";"Mittel- bis tiefgründig, mindesten basenreiches Skelett bis zur Bodenoberfläche, nur mässig austrocknend 
";Sol moyennement profond à profond, au moins  présence de pierres riches en bases jusqu’à la surface du sol, ne s’assèche que modérément. ;9;1;;;;0;1;1;2;1;1;2;1;2;1;0;2;0;1;2;2;2;2;0;0;0;2;52T;;;;;;;;;;1;;0;;0;;0;0;2;0
53;53;;H;"Fichte dominiert normalerweise, dazu Vogelbeere, Mehlbeere, stellenweise Föhren, Bergahorn, in den Zwischenalpen Lärche. Der Schlussgrad ist räumig bis aufgelöst. Die Bäume wachsen vor allem auf erhöhten Stellen, teilweise unter extremsten Bedingungen. Ausgeprägte Rottenstruktur.
";L’épicéa domine généralement, accompagné du sorbier des oiseleurs, de l’alisier blanc ainsi que, par endroits, du pin et de l’érable sycomore. S’y ajoute le mélèze dans les Alpes intermédiaires. Le degré de fermeture est espacé à clairiéré. Les arbres croissent surtout sur les éminences, parfois dans des conditions extrêmes. Structure caractéristique par troches. ;15;25;27;17;;"Basische Unterlage, anstehende Kalkfelsen (oft Schrattenkalk), Tonschiefer, flachgründig. Sonnige Steilhänge, trocken
";Substrat basique, roches calcaires affleurantes (souvent lapié calcaire urgonien), schistes argileux, superficiel. Pentes raides, ensoleillées et sèches. ;"Grasig, mit Blaugras, Erika, Zwergbuchs, wenig Buntreitgras
";"Herbeux, avec seslérie bleuâtre, bruyère carnée, polygale petit buis ; quelques calamagrostides bigarrées. ";Moder, stellenweise Mull, Rohhumus, Kalkmull, Kalkmoder, Tangelhumus. Teils erodiert, teils trockene Ausprägung;"Rendzina, stellenweise Braunerde, neutrale Braunerde, Pararendzina, Regosol, Gesteinsrohboden
";"Skelettgehalt mittel bis äusserst hoch, Gründigkeit mittel bis sehr tief, durchlässig, keine Vernässung
";Pierrosité moyenne à extrêmement forte, sol moyennement profond à très profond, perméable, non hydromorphe. ;9;1;1;;110;0;1;1;0;2;2;1;1;2;1;1;2;0;1;1;1;2;1;0;0;0;1;53;;;;;;;;;;1;;0;;0;;0;0;2;0
